,channel_name,category,category_ID,length_of_channel_description,age_of_channel,channel_publishe_year,channel_publishe_month,subscriber_count,views,total_videos,single_playlist_id
0,Brave Wilderness,Pets & Animals,15,648,2981,2014,9,20500000,4733359791,729,UU6E2mP01ZLH_kbAyeazCNdg
1,That Little Puff,Pets & Animals,15,850,799,2020,8,15700000,14002123971,612,UUlFN9LShD_Pv0wnSeUKbUZw
2,The Dodo,Pets & Animals,15,280,3152,2014,3,12500000,8303991446,7184,UUINb0wqPz-A0dV9nARjJlOQ
3,Maymo,Pets & Animals,15,476,5851,2006,10,11400000,4976000019,499,UUC7tqA6lA2QRw4BdrAEKFxg
4,Joey Graceffa,Pets & Animals,15,255,4759,2009,10,9420000,2080456919,1859,UUGCPAOQDZa_TTTXDr5byjww
5,AaronsAnimals,Pets & Animals,15,236,2824,2015,2,7530000,2438384703,95,UUNo5PGwGmfnEprEUUb9AGgw
6,ViralHog,Pets & Animals,15,839,2998,2014,8,7080000,10365597976,35522,UU3339WgBDKIcxTfywuSmG8w
7,Animals Home,Pets & Animals,15,333,860,2020,6,6970000,4516313111,671,UUth6n_FHj9XBqGNuuVgcizA
8,Boram Tube PRT,Pets & Animals,15,0,4663,2010,1,6650000,2124088765,412,UUKwdrlLDx6A4RVXbdMKNk5w
9,Life of Sammie & Summer,Pets & Animals,15,0,5429,2007,12,6320000,1168102085,150,UUI8FQkQ-Iv73GZcsJ-6pNWw
10,Animal Planet,Pets & Animals,15,355,5744,2007,2,5430000,2507304134,5216,UUkEBDbzLyH-LbB2FgMoSMaQ
11,Jacob Colvin,Pets & Animals,15,11,1615,2018,6,5220000,1545108488,377,UUUw4K8hh4No3ks8wxfqj-uQ
12,Animal HT,Pets & Animals,15,1,492,2021,7,5200000,2328670976,160,UUqVXYi_LeGx2-eqH0G6wqaQ
13,Kritter Klub,Pets & Animals,15,370,1620,2018,5,5170000,2180352644,2442,UU6zbH1Z4G32bBV9wyK6ikPA
14,Hope For Paws - Official Rescue Channel,Pets & Animals,15,983,5897,2006,9,5160000,1402608888,622,UUdu8QrpJd6rdHU9fHl8J01A
15,JayPrehistoricPets,Pets & Animals,15,428,5504,2007,10,4260000,2307182571,1821,UUxmpUZtj2j93UuFALWE1q4w
16,Catch Em All Fishing with Zak Catch em,Pets & Animals,15,324,2405,2016,4,3940000,967912165,888,UU7MCFUG5oKKsfVDl7gT7BRA
17,Louie The Beagle,Pets & Animals,15,310,3662,2012,10,3800000,1226104054,562,UUZ-oMIRggrNuzsWLtNFXBXw
18,zefrank1,Pets & Animals,15,168,5951,2006,7,3790000,624607336,206,UUVpankR4HtoAVtYnFDUieYA
19,pets swag,Pets & Animals,15,201,644,2021,1,3850000,1349763546,3106,UUZ_r5HesKAr9EJInthnPSoA
20,Zak George’s Dog Training Revolution,Pets & Animals,15,683,5906,2006,9,3590000,277481310,576,UUZzFRKsgVMhGTxffpzgTJlQ
21,Aww Animals,Pets & Animals,15,289,1193,2019,8,3580000,1085757249,116,UU8hC-augAnujJeprhjI0YkA
22,The MARINS,Pets & Animals,15,107,3272,2013,11,3350000,516522429,304,UUMVxGzgsFscP0mtAVDyzTGQ
23,Tiger Productions,Pets & Animals,15,985,3673,2012,10,3300000,1363453550,578,UUKy3MG7_If9KlVuvw3rPMfw
24,Brodie That Dood,Pets & Animals,15,115,995,2020,2,3250000,1428863963,334,UU5wEWgN1dOUR6SLMOO-CuEg
25,Life Of Big Cat,Pets & Animals,15,840,2991,2014,8,3130000,797731000,106,UUV0zo6DvLdckCR_PKY5OCpA
26,Exotics Lair,Pets & Animals,15,683,2645,2015,8,3010000,650724853,795,UUJIW-bpoAsZY5vnsEShgTSw
27,Corbin Maxey,Pets & Animals,15,625,5198,2008,8,2980000,1533182752,668,UUz5Ms8847Lmak08A5AiGOEw
28,The Pet Collective,Pets & Animals,15,680,3958,2012,1,2940000,1557533435,4833,UUPIvT-zcQl2H0vabdXJGcpg
29,4 Ever Green,Pets & Animals,15,605,2648,2015,8,2900000,675496042,506,UURpNVpZoW56rOsV-6wFK3lg
30,Latest Sightings,Pets & Animals,15,154,4323,2011,1,2900000,2008371720,645,UUyfZleh4w7buTzi0WfY8WqA
31,Gohan The Husky,Pets & Animals,15,27,3243,2013,12,2860000,380719093,433,UUKD8QcX1LhFB8n7lhjfuQdg
32,Talking Kitty Cat,Pets & Animals,15,289,5455,2007,11,2820000,965027306,167,UUYFo16eFDNhD3W_POj9gKFw
33,Hammy and Olivia,Pets & Animals,15,645,876,2020,6,2780000,1227445908,656,UUItXVkLkMv3RbJesDZW0uYA
34,ND Channel,Pets & Animals,15,154,2889,2014,12,2710000,309969829,38,UUUvT5_2eXhGgUD7QZ-pVa4g
35,Min Leo,Pets & Animals,15,531,983,2020,2,2670000,826358264,336,UUseRfaqrTt66Xp2FB2PFgUQ
36,MonkeyBoo,Pets & Animals,15,792,3952,2012,1,2500000,710354260,1403,UUf4VNiylVdKz_4b8uEoYXBA
37,Cesar Millan,Pets & Animals,15,384,6011,2006,5,2480000,181899179,225,UUDyz_T0uPt66D_b4kukhdDA
38,DontStopMeowing,Pets & Animals,15,47,912,2020,5,2410000,1542590346,751,UUSdnFL7FG3Kn8M5ZslUDRMw
39,Animal Channel,Pets & Animals,15,845,4125,2011,7,2330000,59526,9,UU40iT5AH7Sgtpx28zBiWu3w
40,Casual Geographic,Pets & Animals,15,78,827,2020,8,2300000,292345822,107,UU5Yo88QF-chdugJbAnB2tUw
41,My Mountain Husky,Pets & Animals,15,177,1700,2018,3,2260000,575270335,185,UUAI5QLNSOSzOQTYCyNA06EQ
42,OwlKitty,Pets & Animals,15,580,4608,2010,3,2250000,390480309,96,UUpLQXR116cLVUa1LRY8KS4w
43,Aquarium Info,Pets & Animals,15,447,820,2020,8,2200000,1396506236,184,UUkXVK-XrnwznaqYx0aKGAtg
44,Mister Hamster,Pets & Animals,15,84,2310,2016,7,2140000,810397258,16,UUVOBACU6Fn9REoL3uN5fWpA
45,The Tortoise Whisperer,Pets & Animals,15,58,909,2020,5,2120000,663054764,77,UULfF54KleOla21Qvp2gVvEg
46,Моя анимированная история,Pets & Animals,15,0,1343,2019,3,2110000,649855713,553,UUeeJZoYPrGdyYqI1lRoEN9A
47,Rumble Viral,Pets & Animals,15,0,3114,2014,4,1990000,1826376583,23688,UUW3T8dQVEynwj6-_DArcM7w
48,SaveAFox,Pets & Animals,15,373,4698,2009,12,1980000,588866765,1105,UUb3KY97ICfIkDJY_p6d7yig
49,Taylor Nicole Dean,Pets & Animals,15,486,2753,2015,4,1950000,219943362,146,UUaOTXKuQ-t-eTikY96B9n-Q
50,Africa Adventures,Pets & Animals,15,242,4330,2010,12,1870000,506873191,843,UU-Uh0-0dEQV8a-SPrx50zmw
51,Jacob Feder,Pets & Animals,15,306,3394,2013,7,1850000,386158561,383,UUmHktdcPGlSJ9KF2ANAwV2g
52,Zoey Doodle,Pets & Animals,15,165,1203,2019,7,1840000,683008558,99,UUOvctZ5-5q2ISR0bMA0DgIw
53,Why World,Pets & Animals,15,198,1927,2017,7,1810000,841422,9,UUM76fa7qKCNNZf8TZIhiBkQ
54,Fluff Planet,Pets & Animals,15,441,700,2020,12,1790000,338667091,201,UU_XZksH495ac-lEotSb5dpw
55,Unusual Cooking,Pets & Animals,15,801,1998,2017,5,1790000,447162663,56,UUF4iJ7HRtEPW3mugTt6V2aA
56,Happy Animals Home,Pets & Animals,15,30,537,2021,5,1770000,603881081,347,UUfP3A4Q2E2cgpk5QYXJ7mnw
57,The Hoof GP,Pets & Animals,15,436,1346,2019,3,1730000,592430654,450,UUo4S-ThBT3KDDHAMvKw2SQg
58,PawZam Dogs,Pets & Animals,15,271,1462,2018,11,1700000,193832192,151,UU0ufW3qv1DDE8ucnwK6jvTA
59,EZ's Boys,Pets & Animals,15,232,2040,2017,4,1680000,561041851,122,UULpMvM_siamqLBt5w5ICILg
60,Jackson Galaxy,Pets & Animals,15,887,4831,2009,8,1610000,125162692,489,UUheL-cUqfzUB8dfM_rFOfDQ
61,Ingrid Surprise - Educational Videos for Kids,Pets & Animals,15,0,3197,2014,2,1590000,484654655,618,UUKVXtVmnVNcgttb6Bz66H-w
62,Come and enjoy - Homura Ham,Pets & Animals,15,320,5465,2007,11,1590000,487460031,213,UUKwcMBhbzQXgSM1T3TvHmiA
63,DARKDYNASTYK9S,Pets & Animals,15,36,3996,2011,11,1580000,362152979,1388,UUI4NZjPRltnvhVrR86gZGkg
64,Real Wild,Pets & Animals,15,490,5122,2008,10,1560000,397099468,932,UUbq-4OJxnziD3awH-aTezeA
65,THE WILD ELEPHANT,Pets & Animals,15,952,4895,2009,6,1510000,495190674,424,UUggiM0lWjrh8cgaPFNyZ_Ow
66,Kitten Lady,Pets & Animals,15,163,2696,2015,6,1480000,225617436,363,UU5VvB6tmC4lu_WCx7hE0PZA
67,El Dodo,Pets & Animals,15,654,1593,2018,6,1470000,878283811,2431,UURayEAEods_IjRmsYObAtTw
68,Luke's Goldies,Pets & Animals,15,452,712,2020,11,1470000,787116590,918,UUg0_9roN7QYzFNLjVSD5Z1Q
69,Rottweiler Life,Pets & Animals,15,974,3369,2013,8,1450000,1076571664,2909,UU3UlKTENsd6xzGJkXf0tQ1A
70,Куки,Pets & Animals,15,41,3489,2013,4,1450000,125358125,46,UUZt4SDt1_vIfFT4FNGl3VnQ
71,Cole and Marmalade,Pets & Animals,15,299,5589,2007,7,1440000,426768143,400,UUvmijL-eepDVHYSJHDY3d6w
72,Thú Vui 3 Miền,Pets & Animals,15,210,1531,2018,8,1420000,714448797,574,UUoG4hHZC2PebteWDAGJFTiA
73,Right Choice Shearing,Pets & Animals,15,156,516,2021,6,1410000,873917231,154,UU2YvLBsduOMcStpJbZav-mw
74,TheMeanKitty,Pets & Animals,15,769,5253,2008,6,1410000,378329173,210,UUNT38peI5ihu_QzBSjKpWKA
75,Fish4Ever,Pets & Animals,15,199,3360,2013,8,1430000,737875798,190,UURKuzYFOx5XE56jJi9QE43Q
76,Grumpy Dogs,Pets & Animals,15,576,3859,2012,4,1400000,383687939,139,UUbHvtJxBXUzpB_iXfJLIvjA
77,Dexter's World,Pets & Animals,15,610,2154,2016,12,1400000,237199735,735,UUzV_hd9M_7UBEVrGLUJu-2Q
78,Big Cat Rescue,Pets & Animals,15,607,5927,2006,8,1380000,636813119,1298,UUcftblae5aEnraa34d1FPQg
79,Epic Wildlife,Pets & Animals,15,594,3925,2012,2,1380000,299848318,905,UU10Tc1mzoPTibXDyVXFf9fw
80,Cat Challenge,Pets & Animals,15,319,3081,2014,5,1350000,5929227,102,UUbNZY79eIh9S2tfllaMLwoA
81,Rob The Ranger Wildlife Videos,Pets & Animals,15,639,5349,2008,3,1350000,709304503,3444,UUgPYOLbcgxSBCAmlaihQyMg
82,UFO ANIMALS,Pets & Animals,15,22,2932,2014,10,1320000,5299,1,UU_GbcQ2oIdfgBPVeu3K9oAw
83,Happy Dog And Friends,Pets & Animals,15,519,1307,2019,4,1310000,312836148,25,UUZrhxr3eKkqZBRs24KBgeWg
84,MAI PM,Pets & Animals,15,0,3470,2013,5,1300000,339369,62,UUIqWFhsJm2VU1ZuGrZnx3Pw
85,Baby Monkey Animal ,Pets & Animals,15,333,2122,2017,1,1300000,696007704,405,UUKDasR7mtBEO0awPpWOBrhA
86,ojatro,Pets & Animals,15,407,5790,2006,12,1280000,955682246,1182,UUyNDOuol6OIKPImq-tmePZQ
87,Gone to the Snow Dogs,Pets & Animals,15,908,4724,2009,11,1250000,420561034,1644,UUKTaE3ie9ZyTSQnBrAUzDYg
88,The Funny Farm,Pets & Animals,15,130,2603,2015,9,1250000,77416,4,UU6vPPGqlzEyw6URP8ge0arg
89,The Fish Whisperer,Pets & Animals,15,124,4014,2011,11,1250000,513909300,510,UUya1p9Yc837fQDFz6thUQPg
90,CoralFish12g,Pets & Animals,15,405,4329,2010,12,1240000,209868827,382,UUXoCSxSbh2d5DAlA5FiyuOQ
91,Tiger FunnyWorks,Pets & Animals,15,985,3284,2013,11,1200000,657589437,611,UU9obdDRxQkmn_4YpcBMTYLw
92,Life of Sniper,Pets & Animals,15,621,2200,2016,10,1190000,381254452,115,UUC6GajVmzyLznoWXWwfmGdQ
93,KateReadsBooks,Pets & Animals,15,45,5904,2006,9,1190000,465911140,75,UUxLLFcp3BFhLkAyZ9_OQx0A
94,TIKTOKIA,Pets & Animals,15,179,785,2020,9,1200000,451981006,34,UUlDS3VVJjR40664RHvjJ0aw
95,Life Of Pets HamHam,Pets & Animals,15,364,5406,2008,1,1170000,223691925,330,UUsio7B7hCRHxzKpP6y6ajmw
96,Wild Animals Things,Pets & Animals,15,139,5490,2007,10,1170000,266367049,88,UU-Q4i_qvWqxV4l8QMbcVpvA
97,MagicPlay,Pets & Animals,15,556,2846,2015,1,1160000,25866,43,UUyOyiZZmI3cEIKuRV7twQPA
98,Funny Videos,Pets & Animals,15,938,2179,2016,11,1140000,273741148,523,UUq5hgY37WAryZCwmehDyCaQ
99,Movieclips,Film & Animation,1,601,6036,2006,4,58100000,59391266576,39647,UU3gNmTGu-TTbFPpfSs5kNkg
100,Masha and The Bear,Film & Animation,1,862,2972,2014,9,36700000,20690869047,991,UUu59yAFE8fM0sVNTipR4edw
101,Talking Tom,Film & Animation,1,521,4508,2010,7,28400000,14179423470,456,UUm3hAp1m1xlAz0ve_EKAo4g
102,Genevieve's Playhouse - Learning Videos for Kids,Film & Animation,1,546,2496,2016,1,28400000,20411968787,584,UUK5Q72Uyo73uRPk8PmM2A3w
103,Nick Jr.,Film & Animation,1,984,3692,2012,9,25700000,20991380056,4889,UUUe6ZpY6TJ0no8jI4l2iLxw
104,WB Kids,Film & Animation,1,151,2777,2015,3,23100000,9833621078,1795,UU9trsD1jCTXXtN3xIOIU8gg
105,Alan Becker,Film & Animation,1,413,5949,2006,7,20400000,4495787353,125,UUbKWv2x9t6u8yZoB3KcPtnw
106,Official Pink Panther,Film & Animation,1,614,3345,2013,9,18600000,10171686342,655,UUFeUyPY6W8qX8w2o6oSiRmw
107,Rotten Tomatoes Trailers,Film & Animation,1,517,4237,2011,4,15700000,12889218654,9794,UUi8e0iOVk1fEOogdfu4YgfA
108,LEGO,Film & Animation,1,986,6224,2005,10,15200000,19383576216,29437,UUP-Ng5SXUEt0VE-TXqRdL6g
109,Talking Tom & Friends,Film & Animation,1,899,4406,2010,10,15100000,6296242824,398,UUDCNmuaOXOo25Yn4mbMHhhQ
110,les boys tv2,Film & Animation,1,0,2098,2017,2,14600000,4524973229,448,UUErphF_9VoXQB29BVDK9_Jw
111,MSA previously My Story Animated,Film & Animation,1,139,1392,2019,1,14600000,6205779280,900,UUYzEMRKqrh01-tauv7MYyVQ
112,Wolfoo Channel,Film & Animation,1,954,1052,2019,12,12700000,3125073062,586,UUWGVQIspqW2j9M3-qLQ0HDg
113,Wolfoo Family,Film & Animation,1,976,1112,2019,10,12300000,2876953647,545,UUoL0M9swO14BT8u9pTn9MvQ
114,Jaiden Animations,Film & Animation,1,3,3184,2014,2,11500000,2155900745,102,UUGwu0nbY2wSkW8N-cghnLpA
115,The Film Theorists,Film & Animation,1,980,3100,2014,5,11400000,2339063375,368,UU3sznuotAs2ohg_U__Jzj_Q
116,Wolfoo's stories,Film & Animation,1,976,2173,2016,11,11200000,2942470296,596,UUEmm6bND-l2eyHLiKNYiY8A
117,Chotoonz TV - Funny Cartoons for Kids,Film & Animation,1,428,3293,2013,10,11100000,7085344307,1856,UU7e1XWjOlYy8XlNMeVxeKNg
118,Kênh Thiếu Nhi - BHMEDIA,Film & Animation,1,413,3107,2014,5,11100000,10142164452,9281,UU6eq3sR4CtbvGdmInchzWUA
119,Warner Bros. Pictures,Film & Animation,1,130,5864,2006,10,10700000,6376976923,2588,UUjmJDM5pRKbUlVIzDYYWb6g
120,How It Should Have Ended,Film & Animation,1,934,5725,2007,3,10400000,3182819536,437,UUHCph-_jLba_9atyCZJPLQQ
121,TopMovieClips,Film & Animation,1,562,2114,2017,1,10200000,7213516279,328,UUlVbhSLxwws-KSsPKz135bw
122,Oddbods - Official Channel,Film & Animation,1,305,3226,2014,1,9500000,6997130268,1193,UUtlth0w7_mYqpHPViMhQ99Q
123,icanrockyourworld,Film & Animation,1,432,5717,2007,3,9410000,5012951884,8,UULoKWb_rlp80mg0aSLtsUGw
124,Power Rangers Official,Film & Animation,1,625,4364,2010,11,9370000,4992373287,4129,UUpgxmlXoDtkYzRQ4cJgCT5A
125,CinemaSins,Film & Animation,1,363,3617,2012,12,9190000,3676110302,1135,UUYUQQgogVeQY8cMQamhHJcg
126,Rooster Teeth,Film & Animation,1,267,5962,2006,7,9160000,6032134491,8935,UUzH3iADRIq1IJlIXjfNgTpA
127,RocketJump,Film & Animation,1,869,6101,2006,2,9070000,2021452621,338,UUDsO-0Yo5zpJk575nKXgMVA
128,Talking Tom Heroes,Film & Animation,1,744,3162,2014,3,8410000,3135652069,292,UUwC-DciMGGk9AgpJ3hpreHw
129,Dima Kids TV,Film & Animation,1,242,2463,2016,2,8150000,1853213400,364,UUb1WBEEfA4e6FOLOKAH5j8w
130,sWooZie,Film & Animation,1,97,6114,2006,2,7740000,1409831422,398,UUUKi4zY5ETSqrKAjTBgjM-g
131,The Official Gummibär Channel,Film & Animation,1,300,5338,2008,3,7730000,6345854408,507,UUyKa1YNZLio6XfjMR7fw45Q
132,Miraculous Ladybug,Film & Animation,1,626,2245,2016,9,7470000,4408532017,993,UUWjVfZ3VnyUwBEOkuOlaU3g
133,RG Entertainment,Film & Animation,1,654,2007,2017,5,7410000,694165252,66,UUgfO009hB_847kwL6NQnn-w
134,Vivziepop,Film & Animation,1,967,3710,2012,9,7370000,844405232,231,UUzfyYtgvkx5mLy8nlLlayYg
135,Flashback FM,Film & Animation,1,339,4590,2010,4,7350000,7279232610,1596,UU-GAhNmY6bkuuRPUSaRI_oQ
136,GQ,Film & Animation,1,601,5408,2008,1,7170000,2873574031,1968,UUsEukrAd64fqA7FjwkmZ_Dw
137,PJ Masks Official,Film & Animation,1,717,2448,2016,2,7170000,3960114337,900,UUY2jUnU118sVkdj2xafiJ0g
138,Pixar,Film & Animation,1,555,5892,2006,9,6850000,3528381648,771,UU_IRYSp4auq7hKLvziWVH6w
139,Screen Junkies,Film & Animation,1,278,5147,2008,10,6810000,2826332602,1218,UUOpcACMWblDls9Z6GERVi1A
140,Latest Cinema,Film & Animation,1,113,1978,2017,6,6730000,16360,16,UUJBNcyk3OuSKywJ9wWrdnCw
141,BigSchool,Film & Animation,1,106,1181,2019,8,6640000,2857881091,419,UU-Diq5SjWZDol8C0_E_1Y7A
142,Mickey Mouse,Film & Animation,1,192,5352,2008,3,6600000,4856251389,273,UU5K8SEF_7GQBedXIjtXLCRg
143,Bongo BD,Film & Animation,1,975,2995,2014,8,6580000,879628595,891,UU9nuJbEL-AMJLLqc2-ej8xQ
144,DC Kids,Film & Animation,1,170,2796,2015,3,6520000,6092103167,1798,UUyu8StPfZWapR6rfW_JgqcA
145,Adult Swim,Film & Animation,1,253,6092,2006,3,6510000,3616563758,7175,UUgPClNr5VSYC3syrDUIlzLw
146,Upin & Ipin,Film & Animation,1,162,2757,2015,4,6400000,2531969695,825,UUdYiU1goqL5cs15FB30zjBw
147,WildBrain Bananas,Film & Animation,1,461,2832,2015,2,6220000,2701097262,3736,UUWE_ywN-0aeFdGVpLQ6mIwg
148,Robocar POLI TV,Film & Animation,1,637,3608,2012,12,6220000,5123060819,2281,UUr-rCvgg21KqfrnGopaQeGw
149,SuperSofi,Film & Animation,1,102,2411,2016,3,6160000,1557473887,150,UU0UecwriAVVm0gyyEFpakDQ
150,Kedoo Toons TV - Funny Animations for Kids,Film & Animation,1,904,5730,2007,2,6070000,2839748019,948,UUniI-BQk7qAtXNmmz40LSdg
151,FilmPop,Film & Animation,1,224,5818,2006,12,6090000,2973486271,102,UUwv1UIJrDfK3ea5MD57MF4g
152,CGMeetup,Film & Animation,1,945,4315,2011,1,6000000,2421995432,1284,UUrSvhrtUgpZT3EU0x1Zoy-w
153,Arts and Crafts For Toddlers!,Film & Animation,1,444,3795,2012,6,5970000,38263807,657,UUKjjmMqvuxNYw8c6knceexQ
154,Wolfoo and Friends - Official Channel,Film & Animation,1,922,2065,2017,3,5930000,843418777,350,UUSNRhMeczKQe9ILiMZmyvFQ
155,OSR Digital,Film & Animation,1,925,2910,2014,11,5940000,2738099932,3437,UUxCoea3ulOukfXiYAm87ZIA
156,Dead Meat,Film & Animation,1,299,2129,2017,1,5890000,2313993308,801,UU2IYWWifoIht9T47z1Z5lJw
157,VMAni Channel,Film & Animation,1,285,4931,2009,5,5750000,1334783550,260,UUZYDtupPoo-kFwR_oLT62jg
158,GRAND MUSIC,Film & Animation,1,3,1575,2018,7,5710000,2657148101,293,UUO_YtwFEtYcOAcFdSccrwSw
159,七不哒哒,Film & Animation,1,17,4107,2011,8,5560000,637326044,1119,UUIQhxw3LvB6S-EAjSwSYAuA
160,MondoMedia,Film & Animation,1,559,5767,2007,1,5550000,3527753639,1506,UUxLpKibphYqXrXpxAnR8MfA
161,WOA MineCraft,Film & Animation,1,780,5405,2008,1,5490000,988012,270,UUgVHGvujcrBaXP8vUJ_SzIw
162,Walt Disney Animation Studios,Film & Animation,1,42,5339,2008,3,5480000,3419313581,488,UU_976xMxPgzIa290Hqtk-9g
163,Lion Family English,Film & Animation,1,0,1609,2018,6,5440000,1617990342,2406,UUjNea6tkE7f0WHR50iNPf5A
164,KCN Channel TV2,Film & Animation,1,279,5371,2008,2,5420000,2710241,19,UUo75zHSLMD5nac5xirUeqhw
165,FRESH Movie Trailers,Film & Animation,1,90,4150,2011,6,5380000,3427937675,5399,UUzNWVDZQ55bjq8uILZ7_wyQ
166,Jonni Valentayn,Film & Animation,1,530,3101,2014,5,5320000,2929759267,230,UUTwTF-woRHsXsmk4m798BkA
167,CrazyDek,Film & Animation,1,22,2823,2015,2,5260000,1448882701,193,UUM5RqT3BGzIwOe8_sZa6Qlg
168,Oddbods & Friends,Film & Animation,1,620,1857,2017,10,5190000,1967306082,776,UUOlSkLGHRG-Xg_S4Tit9sWw
169,FilmSpot Trailer,Film & Animation,1,848,2470,2016,2,5130000,2599413032,2918,UUWOSgEKGpS5C026lY4Y4KGw
170,The Official Pokémon YouTube channel,Film & Animation,1,274,6260,2005,9,5040000,1649252393,2072,UUFctpiB_Hnlk3ejWfHqSm6Q
171,Spookiz - Cartoons for Everyone,Film & Animation,1,379,3172,2014,3,5030000,2612586969,1221,UUGRODP7wtTU_uyNZmu9cb7g
172,Eagle Movies,Film & Animation,1,0,1900,2017,8,5020000,1571984407,4648,UULDS1FG04qGol-dl-JGoqJg
173,Haha Animations - Minecraft Monster School,Film & Animation,1,355,1364,2019,2,4990000,1751613152,200,UUeBK_I4PIMjMxQe6zPSbibw
174,Rotten Tomatoes Family,Film & Animation,1,262,4236,2011,4,4860000,4061590266,1529,UUx554p1Bu_Mp1q0H_bEtZ1Q
175,BestClips,Film & Animation,1,499,2047,2017,3,4760000,2028853326,153,UU8BQGqcCSFq6RC9feEGUGFA
176,Crunchyroll Collection,Film & Animation,1,227,4924,2009,5,4670000,4989539107,10215,UU6pGDc4bFGD1_36IKv3FnYg
177,sami And amira,Film & Animation,1,0,1426,2018,12,4650000,1480029521,171,UU2E2tvdecC_C--97tZiN7PQ
178,Dekja,Film & Animation,1,252,2505,2015,12,4630000,2198756111,1557,UUZrnmK_rH5hKsNjb2mABBhw
179,Lexi Hensler,Film & Animation,1,0,3282,2013,11,4630000,662329064,180,UU-O9o5coq8iFSVthivq__tw
180,Zig & Sharko TV - Cartoon for kids,Film & Animation,1,750,1081,2019,11,4610000,2195591535,1021,UUK8bPFkXVfr_czCIEmZ8zYQ
181,My Little Pony Official,Film & Animation,1,242,3422,2013,6,4590000,4951803395,1589,UU9qgVkKRZUXcgHdf35Z-8dw
182,20th Century Studios,Film & Animation,1,729,5960,2006,7,4530000,2723024243,2466,UU2-BeLxzUBSs0uSrmzWhJuQ
183,GameToons,Film & Animation,1,79,963,2020,3,4530000,1476465318,238,UUToxKVrkEuAONR4rFIJ_DyQ
184,Andymation,Film & Animation,1,451,6102,2006,2,4520000,828555887,122,UUJbg_yirB5vm9VKn5yLGCKw
185,storybooth,Film & Animation,1,605,2775,2015,4,4520000,1809175121,270,UUWENB1OaGA9402PKzEVl0ow
186,ZAMination,Film & Animation,1,378,2778,2015,3,4460000,1427803279,238,UUI_hjK53AIDlpB-Rpr1WnwQ
187,Teen-Z,Film & Animation,1,713,1090,2019,11,4410000,1318124751,284,UUgJMDt2yFAtWAKOIqwihLlw
188,TheCGBros,Film & Animation,1,854,4096,2011,8,4390000,1616329559,4941,UU-1rx8j9Ggp8mp4uD0ZdEIA
189,ONE Media,Film & Animation,1,323,5932,2006,8,4300000,4342990315,5986,UUzcRQ3vRNr6fJ1A9rqFn7QA
190,CartoonHooligans,Film & Animation,1,54,3245,2013,12,4290000,1342081168,142,UU2PaSHNwAi0zxf_jM_Atsqg
191,Dancing Daugthers ,Film & Animation,1,398,4838,2009,8,4290000,279162576,281,UU2LOY_zd1ZAc1kZPyzoqhMQ
192,Walt Disney Studios,Film & Animation,1,600,5101,2008,11,4290000,1826864901,1351,UUuaFvcY4MhZY3U43mMt1dYQ
193,Kimer Lorens,Film & Animation,1,488,2061,2017,3,4250000,2238657418,133,UUyiKdqreDmEBJEN0cDG5OxA
194,Booba – Cartoon for Kids,Film & Animation,1,766,3012,2014,8,4190000,2711499242,677,UUKS1HX4moHCcDBZnM9k4giw
195,Alex Clark,Film & Animation,1,173,4722,2009,12,4170000,467503036,346,UUsDmESjqNPukDmVnuneLrqw
196,TooBizz,Film & Animation,1,78,1994,2017,5,4150000,703270191,456,UULPU7F__k7c2JK0nzUcOVNw
197,PES,Film & Animation,1,998,5450,2007,12,4120000,1366402567,87,UUXN7NMwjjQpBHxzMwOPYzjQ
198,FUNNY ANIMALS,Film & Animation,1,113,2517,2015,12,4110000,707974548,450,UU_ghLCBI7Si-GzClJ7xJqrQ
199,Marshmello,Music,10,37,2771,2015,4,56000000,13777338854,403,UUEdvpU2pFRCVqU6yIPyTpMQ
200,EminemMusic,Music,10,420,5749,2007,2,54000000,24581630892,140,UUfM3zsQsOnfWNUppiycmBuw
201,Ariana Grande,Music,10,38,5767,2007,1,52000000,22628662604,146,UU9CoOnJkIBMdeijd9qYoT_g
202,LooLoo Kids - Nursery Rhymes and Children's Songs,Music,10,961,3015,2014,8,51200000,30056994292,578,UU4NALVCmcmL5ntpV0thoH6w
203,Taylor Swift,Music,10,25,5891,2006,9,49400000,26704567232,196,UUqECaJ8Gagnn7YCbPEzWH6g
204,Billie Eilish,Music,10,0,3560,2013,2,47000000,12463587429,49,UUiGm_E4ZwYSHV3bcW1pnSeQ
205,SonyMusicIndiaVEVO,Music,10,91,4813,2009,9,43900000,25052930405,3344,UU3MLnJtqc_phABBriLRhtgQ
206,Katy Perry,Music,10,26,5271,2008,6,43500000,24349447685,119,UUYvmuw-JtVrTZQ-7Y4kd63Q
207,XXXTENTACION,Music,10,267,2693,2015,6,38100000,9959037928,128,UUM9r1xn6s30OnlJWb-jc3Sw
208,Daddy Yankee,Music,10,545,4192,2011,5,37200000,21172322296,455,UU9TO_oo4c_LrOiKNaY6aysA
209,Maroon 5,Music,10,100,6086,2006,3,36300000,21296913797,163,UUBVjMGOIkavEAhyqpxJ73Dw
210,Bruno Mars,Music,10,979,5892,2006,9,35700000,17920873700,97,UUoUM-UJ7rirJYP8CQ0EIaHA
211,JustinBieberVEVO,Music,10,0,4789,2009,9,31700000,25664507577,204,UUHkj014U2CQ2Nv0UZeYpE_A
